,Title,Price,Currency,Rating,Number of reviews,Original Price,Main Genre
5130,Fortunate Son: A Suspenseful Psychological Thriller (Emma Noble Thriller Series Book 1),0.0,$,4.5,627.0,18.95,"Mystery, Thriller & Suspense"
5131,THE BOX HILL KILLER an absolutely gripping mystery and suspense thriller (Detective Rob Miller Mysteries Book 4),0.0,$,4.6,8234.0,15.56,"Mystery, Thriller & Suspense"
5132,Find My Girl: An addictive and heart-racing mystery thriller packed with suspense (Detective Billie Ann Wilde Book 4),0.0,$,4.4,1062.0,19.95,"Mystery, Thriller & Suspense"
5133,"The Sean Donovan Thriller Series: Book 1 The Phoenix's Shadow (The Thriller, Suspense, Adventure Series)",11.99,$,,,11.99,"Mystery, Thriller & Suspense"
5134,How She Fell (Martina Monroe),13.99,$,4.6,1100.0,13.99,"Mystery, Thriller & Suspense"
5135,The Liquid Solution (A FROG Spy Thriller),15.99,$,4.2,53.0,15.99,"Mystery, Thriller & Suspense"
5136,Unknown Variable (The Founders Book 1),0.0,$,4.2,45.0,0.0,"Mystery, Thriller & Suspense"
5137,The Ice Maiden (Doug Bateman Thrillers),12.95,$,4.3,6148.0,14.95,"Mystery, Thriller & Suspense"
5138,Deadly Encore (A Miranda and Parker Mystery Book 20),0.0,$,4.7,80.0,0.0,"Mystery, Thriller & Suspense"
5139,Deadly Ripples: A Family Saga Murder Mystery,0.0,$,4.3,89.0,0.0,"Mystery, Thriller & Suspense"
5140,Wild Ocean: A Coastal Caribbean Adventure (Tyson Wild Thriller Book 1),0.0,$,4.2,5798.0,0.0,"Mystery, Thriller & Suspense"
5141,Once He Sees (A Claire King FBI Suspense Thriller—Book One),0.0,$,4.3,3544.0,0.99,"Mystery, Thriller & Suspense"
5142,THE COMPLETE JACK HALDEAN MURDER MYSTERIES four utterly gripping 1920s cozy murder mysteries (Cozy Whodunnit Box Sets),0.0,$,4.4,226.0,0.0,"Mystery, Thriller & Suspense"
5143,Secondhand Secrets (Gribble-on-Sea Mysteries Book 2),0.0,$,4.2,23.0,0.0,"Mystery, Thriller & Suspense"
5144,Dawn of the Ripper: Book One,12.74,$,4.2,8.0,12.74,"Mystery, Thriller & Suspense"
5145,Night Comes Falling: A Nail-biting Scottish Detective Mystery Thriller (DCI Bone Scottish Crime Thrillers),11.99,$,4.4,7124.0,11.99,"Mystery, Thriller & Suspense"
5146,The Girl In The Wall (Emily Slate FBI Mystery Thriller),13.76,$,4.6,2914.0,13.76,"Mystery, Thriller & Suspense"
5147,"The Ella Porter Mysteries, Books 1-9 (Ella Porter FBI Mystery Thrillers)",0.0,$,4.6,3.0,0.0,"Mystery, Thriller & Suspense"
5148,The Cold Daughter: A Murder Mystery (Lee Callaway),12.99,$,4.3,7923.0,12.99,"Mystery, Thriller & Suspense"
5149,Toxic Prey (A Prey Novel Book 34),9.99,$,4.6,19779.0,10.99,"Mystery, Thriller & Suspense"
5150,Dead Inside (A Kelsey Hawk FBI Suspense Thriller—Book One),0.0,$,4.4,4108.0,2.99,"Mystery, Thriller & Suspense"
5151,The Cat: A Mystery Suspense Thriller,0.0,$,4.5,2500.0,24.95,"Mystery, Thriller & Suspense"
5152,Stillwater Island: An absolutely gripping mystery suspense thriller (Detective Megan Carpenter Book 4),0.0,$,4.4,6845.0,24.95,"Mystery, Thriller & Suspense"
5153,THE SUSAN HENSHAW MYSTERIES BOOKS 9–16 eight utterly gripping cozy murder mysteries (FEMALE DETECTIVE COZY MURDER MYSTERIES BOX SETS Book 2),0.0,$,4.6,371.0,0.0,"Mystery, Thriller & Suspense"
5154,Glory Daze: A Glory Broussard Mystery (Glory Broussard Mysteries),27.95,$,,,27.95,"Mystery, Thriller & Suspense"
5155,"Blue, Red, and Dead: When it's too close to call, but not too close to kill",22.99,$,4.6,15.0,22.99,"Mystery, Thriller & Suspense"
5156,The Liquid Solution (A FROG Spy Thriller),15.99,$,4.2,53.0,15.99,"Mystery, Thriller & Suspense"
5157,Unknown Variable (The Founders Book 1),0.0,$,4.2,45.0,0.0,"Mystery, Thriller & Suspense"
5158,The Ice Maiden (Doug Bateman Thrillers),12.95,$,4.3,6148.0,14.95,"Mystery, Thriller & Suspense"
5159,Deadly Encore (A Miranda and Parker Mystery Book 20),0.0,$,4.7,80.0,0.0,"Mystery, Thriller & Suspense"
5160,Deadly Ripples: A Family Saga Murder Mystery,0.0,$,4.3,89.0,0.0,"Mystery, Thriller & Suspense"
5161,Wild Ocean: A Coastal Caribbean Adventure (Tyson Wild Thriller Book 1),0.0,$,4.2,5798.0,0.0,"Mystery, Thriller & Suspense"
5162,Once He Sees (A Claire King FBI Suspense Thriller—Book One),0.0,$,4.3,3544.0,0.99,"Mystery, Thriller & Suspense"
5163,THE COMPLETE JACK HALDEAN MURDER MYSTERIES four utterly gripping 1920s cozy murder mysteries (Cozy Whodunnit Box Sets),0.0,$,4.4,226.0,0.0,"Mystery, Thriller & Suspense"
5164,Secondhand Secrets (Gribble-on-Sea Mysteries Book 2),0.0,$,4.2,23.0,0.0,"Mystery, Thriller & Suspense"
5165,Dawn of the Ripper: Book One,12.74,$,4.2,8.0,12.74,"Mystery, Thriller & Suspense"
5166,Night Comes Falling: A Nail-biting Scottish Detective Mystery Thriller (DCI Bone Scottish Crime Thrillers),11.99,$,4.4,7124.0,11.99,"Mystery, Thriller & Suspense"
5167,The Girl In The Wall (Emily Slate FBI Mystery Thriller),13.76,$,4.6,2914.0,13.76,"Mystery, Thriller & Suspense"
5168,"The Ella Porter Mysteries, Books 1-9 (Ella Porter FBI Mystery Thrillers)",0.0,$,4.6,3.0,0.0,"Mystery, Thriller & Suspense"
5169,The Cold Daughter: A Murder Mystery (Lee Callaway),12.99,$,4.3,7923.0,12.99,"Mystery, Thriller & Suspense"
5170,Toxic Prey (A Prey Novel Book 34),9.99,$,4.6,19779.0,10.99,"Mystery, Thriller & Suspense"
5171,Dead Inside (A Kelsey Hawk FBI Suspense Thriller—Book One),0.0,$,4.4,4108.0,2.99,"Mystery, Thriller & Suspense"
5172,The Cat: A Mystery Suspense Thriller,0.0,$,4.5,2500.0,24.95,"Mystery, Thriller & Suspense"
5173,Stillwater Island: An absolutely gripping mystery suspense thriller (Detective Megan Carpenter Book 4),0.0,$,4.4,6845.0,24.95,"Mystery, Thriller & Suspense"
5174,THE SUSAN HENSHAW MYSTERIES BOOKS 9–16 eight utterly gripping cozy murder mysteries (FEMALE DETECTIVE COZY MURDER MYSTERIES BOX SETS Book 2),0.0,$,4.6,371.0,0.0,"Mystery, Thriller & Suspense"
5175,Glory Daze: A Glory Broussard Mystery (Glory Broussard Mysteries),27.95,$,,,27.95,"Mystery, Thriller & Suspense"
5176,"Blue, Red, and Dead: When it's too close to call, but not too close to kill",22.99,$,4.6,15.0,22.99,"Mystery, Thriller & Suspense"
5177,Siege Network (The Founders Book 2),0.0,$,4.4,20.0,0.0,"Mystery, Thriller & Suspense"
5178,Femme Fatale: Shades of Retribution,0.0,$,4.6,10.0,0.0,"Mystery, Thriller & Suspense"
5179,We'll Never Tell,7.83,$,4.4,181.0,12.0,"Mystery, Thriller & Suspense"
5180,The Couple Next Door: A Novel,9.9,$,4.1,93086.0,18.0,"Mystery, Thriller & Suspense"
5181,The Silent Threat (Blake Wilder FBI Mystery Thriller Book 18),0.0,$,4.6,5752.0,19.95,"Mystery, Thriller & Suspense"
5182,Fear Has a Name: A Pulse-Pounding Contemporary Christian Thriller (The Crittendon Files Book 1),0.0,$,4.5,4514.0,23.39,"Mystery, Thriller & Suspense"
5183,Loving Mothers: A completely compelling psychological thriller packed with suspense,0.0,$,4.2,365.0,19.95,"Mystery, Thriller & Suspense"
5184,The Perfect Wife (A Jessie Hunt Psychological Suspense Thriller—Book One),0.0,$,4.3,45130.0,0.99,"Mystery, Thriller & Suspense"
5185,Beneath the Lotus: A Revenge Thriller,0.0,$,4.9,26.0,0.0,"Mystery, Thriller & Suspense"
5186,Dirty Deeds,0.0,$,4.0,335.0,14.95,"Mystery, Thriller & Suspense"
5187,Downburst: A Mystery Thriller (A Rachel Hatch Thriller Book 2),0.0,$,4.4,26343.0,19.95,"Mystery, Thriller & Suspense"
5188,Absolute Threat (A Jake Mercer Political Thriller—Book 1),0.0,$,4.3,1679.0,2.99,"Mystery, Thriller & Suspense"
5189,I Will Find You,0.0,$,4.5,47049.0,25.0,"Mystery, Thriller & Suspense"
5190,You Don't Want To Know,9.49,$,4.3,5117.0,17.95,"Mystery, Thriller & Suspense"
5191,I Will Find Her (Patterson Blake FBI Mystery Thrillers Book 6),0.0,$,4.6,522.0,0.0,"Mystery, Thriller & Suspense"
5192,Their Resting Place: A completely unputdownable mystery and suspense thriller (Detective Casey White Book 8),0.0,$,4.5,1479.0,19.95,"Mystery, Thriller & Suspense"
5193,The Terminal List: A Thriller,0.0,$,4.6,34532.0,20.24,"Mystery, Thriller & Suspense"
5194,The Greater Good: A Fatal Choice: A Medical Mystery Thriller,0.0,$,4.6,93.0,0.0,"Mystery, Thriller & Suspense"
5195,Secrets In Blood: A British Murder Mystery (The Wild Fens Murder Mystery Series Book 1),0.0,$,4.4,11107.0,0.0,"Mystery, Thriller & Suspense"
5196,The Asset (Lance Spector Thrillers Book 1),0.0,$,4.4,15512.0,0.0,"Mystery, Thriller & Suspense"
5197,Siege Network (The Founders Book 2),0.0,$,4.4,20.0,0.0,"Mystery, Thriller & Suspense"
5198,Femme Fatale: Shades of Retribution,0.0,$,4.6,10.0,0.0,"Mystery, Thriller & Suspense"
5199,We'll Never Tell,7.83,$,4.4,181.0,12.0,"Mystery, Thriller & Suspense"
5200,The Couple Next Door: A Novel,9.9,$,4.1,93086.0,18.0,"Mystery, Thriller & Suspense"
5201,The Silent Threat (Blake Wilder FBI Mystery Thriller Book 18),0.0,$,4.6,5752.0,19.95,"Mystery, Thriller & Suspense"
5202,Fear Has a Name: A Pulse-Pounding Contemporary Christian Thriller (The Crittendon Files Book 1),0.0,$,4.5,4514.0,23.39,"Mystery, Thriller & Suspense"
5203,Loving Mothers: A completely compelling psychological thriller packed with suspense,0.0,$,4.2,365.0,19.95,"Mystery, Thriller & Suspense"
5204,The Perfect Wife (A Jessie Hunt Psychological Suspense Thriller—Book One),0.0,$,4.3,45130.0,0.99,"Mystery, Thriller & Suspense"
5205,Beneath the Lotus: A Revenge Thriller,0.0,$,4.9,26.0,0.0,"Mystery, Thriller & Suspense"
5206,Dirty Deeds,0.0,$,4.0,335.0,14.95,"Mystery, Thriller & Suspense"
5207,Downburst: A Mystery Thriller (A Rachel Hatch Thriller Book 2),0.0,$,4.4,26343.0,19.95,"Mystery, Thriller & Suspense"
5208,Absolute Threat (A Jake Mercer Political Thriller—Book 1),0.0,$,4.3,1679.0,2.99,"Mystery, Thriller & Suspense"
5209,I Will Find You,0.0,$,4.5,47049.0,25.0,"Mystery, Thriller & Suspense"
5210,You Don't Want To Know,9.49,$,4.3,5117.0,17.95,"Mystery, Thriller & Suspense"
5211,I Will Find Her (Patterson Blake FBI Mystery Thrillers Book 6),0.0,$,4.6,522.0,0.0,"Mystery, Thriller & Suspense"
5212,Their Resting Place: A completely unputdownable mystery and suspense thriller (Detective Casey White Book 8),0.0,$,4.5,1479.0,19.95,"Mystery, Thriller & Suspense"
5213,The Terminal List: A Thriller,0.0,$,4.6,34532.0,20.24,"Mystery, Thriller & Suspense"
5214,The Greater Good: A Fatal Choice: A Medical Mystery Thriller,0.0,$,4.6,93.0,0.0,"Mystery, Thriller & Suspense"
5215,Secrets In Blood: A British Murder Mystery (The Wild Fens Murder Mystery Series Book 1),0.0,$,4.4,11107.0,0.0,"Mystery, Thriller & Suspense"
5216,The Asset (Lance Spector Thrillers Book 1),0.0,$,4.4,15512.0,0.0,"Mystery, Thriller & Suspense"
5217,The Lot,8.99,$,,,8.99,"Mystery, Thriller & Suspense"
5218,"Blue, Red, and Dead: When it's too close to call, but not too close to kill",14.99,$,4.6,15.0,14.99,"Mystery, Thriller & Suspense"
5219,The Greater Good: A Fatal Choice: A Medical Mystery Thriller,0.0,$,4.6,93.0,0.0,"Mystery, Thriller & Suspense"
5220,Free Fall: A Psychological Thriller,0.0,$,4.2,1015.0,0.0,"Mystery, Thriller & Suspense"
5221,Old Ghosts of the Valley,0.0,$,5.0,4.0,0.0,"Mystery, Thriller & Suspense"
5222,The Girl in the Springs (A Serenity Springs Mystery Series Book 1),0.0,$,4.5,1688.0,24.95,"Mystery, Thriller & Suspense"
5223,THE PICASSO SCAM a gripping Yorkshire crime thriller full of twists (Detective Charlie Priest Mysteries Book 1),0.0,$,4.2,680.0,0.0,"Mystery, Thriller & Suspense"
5224,Cold Justice (A Carly Phoenix FBI Suspense Thriller—Book 1),0.0,$,4.2,1718.0,2.99,"Mystery, Thriller & Suspense"
5225,Help Me (A Katie Winter FBI Suspense Thriller—Book 5),4.99,$,4.5,224.0,10.99,"Mystery, Thriller & Suspense"
5226,The Snowdonia Killings: The multi-million selling Snowdonia Murder Mystery Series (A DI Ruth Hunter Crime Thriller Book 1),0.0,$,4.1,31628.0,24.95,"Mystery, Thriller & Suspense"
5227,Within His Reach (A Drake Reed FBI Suspense Thriller—Book 1),0.0,$,4.2,1322.0,2.99,"Mystery, Thriller & Suspense"
5228,Marked By The Spy (The Spy’s Game Book 1),0.0,$,5.0,1.0,0.0,"Mystery, Thriller & Suspense"
5229,The Darkness Within,0.0,$,3.9,59.0,0.0,"Mystery, Thriller & Suspense"
5230,Barely Seen (A Tessa Flint FBI Suspense Thriller—Book 1),0.0,$,4.1,2156.0,2.99,"Mystery, Thriller & Suspense"
5231,So Long (A Faith Bold FBI Suspense Thriller—Book One),0.0,$,4.4,6493.0,0.99,"Mystery, Thriller & Suspense"
5232,Only One More Lie (True Crime Junkies Book 9),0.0,$,4.8,1145.0,0.0,"Mystery, Thriller & Suspense"
5233,Don't Wake Up,0.0,$,4.6,9.0,0.0,"Mystery, Thriller & Suspense"
5234,MURDER AT THE HOTEL a BRAND NEW gripping cozy crime mystery full of twists (Rina Martin Murder Mystery Book 10),0.0,$,4.3,1295.0,0.0,"Mystery, Thriller & Suspense"
5235,Midnight: A Thriller,18.0,$,3.8,374.0,18.0,"Mystery, Thriller & Suspense"
5236,Dark Matter: A Novel,9.16,$,4.4,79510.0,18.0,"Mystery, Thriller & Suspense"
5237,The Lot,8.99,$,,,8.99,"Mystery, Thriller & Suspense"
5238,"Blue, Red, and Dead: When it's too close to call, but not too close to kill",14.99,$,4.6,15.0,14.99,"Mystery, Thriller & Suspense"
5239,The Greater Good: A Fatal Choice: A Medical Mystery Thriller,0.0,$,4.6,93.0,0.0,"Mystery, Thriller & Suspense"
5240,Free Fall: A Psychological Thriller,0.0,$,4.2,1015.0,0.0,"Mystery, Thriller & Suspense"
5241,Old Ghosts of the Valley,0.0,$,5.0,4.0,0.0,"Mystery, Thriller & Suspense"
5242,The Girl in the Springs (A Serenity Springs Mystery Series Book 1),0.0,$,4.5,1688.0,24.95,"Mystery, Thriller & Suspense"
5243,THE PICASSO SCAM a gripping Yorkshire crime thriller full of twists (Detective Charlie Priest Mysteries Book 1),0.0,$,4.2,680.0,0.0,"Mystery, Thriller & Suspense"
5244,Cold Justice (A Carly Phoenix FBI Suspense Thriller—Book 1),0.0,$,4.2,1718.0,2.99,"Mystery, Thriller & Suspense"
5245,Help Me (A Katie Winter FBI Suspense Thriller—Book 5),4.99,$,4.5,224.0,10.99,"Mystery, Thriller & Suspense"
5246,The Snowdonia Killings: The multi-million selling Snowdonia Murder Mystery Series (A DI Ruth Hunter Crime Thriller Book 1),0.0,$,4.1,31628.0,24.95,"Mystery, Thriller & Suspense"
5247,Within His Reach (A Drake Reed FBI Suspense Thriller—Book 1),0.0,$,4.2,1322.0,2.99,"Mystery, Thriller & Suspense"
5248,Marked By The Spy (The Spy’s Game Book 1),0.0,$,5.0,1.0,0.0,"Mystery, Thriller & Suspense"
5249,The Darkness Within,0.0,$,3.9,59.0,0.0,"Mystery, Thriller & Suspense"
5250,Barely Seen (A Tessa Flint FBI Suspense Thriller—Book 1),0.0,$,4.1,2156.0,2.99,"Mystery, Thriller & Suspense"
5251,So Long (A Faith Bold FBI Suspense Thriller—Book One),0.0,$,4.4,6493.0,0.99,"Mystery, Thriller & Suspense"
5252,Only One More Lie (True Crime Junkies Book 9),0.0,$,4.8,1145.0,0.0,"Mystery, Thriller & Suspense"
5253,Don't Wake Up,0.0,$,4.6,9.0,0.0,"Mystery, Thriller & Suspense"
5254,MURDER AT THE HOTEL a BRAND NEW gripping cozy crime mystery full of twists (Rina Martin Murder Mystery Book 10),0.0,$,4.3,1295.0,0.0,"Mystery, Thriller & Suspense"
5255,Midnight: A Thriller,18.0,$,3.8,374.0,18.0,"Mystery, Thriller & Suspense"
5256,Dark Matter: A Novel,9.16,$,4.4,79510.0,18.0,"Mystery, Thriller & Suspense"
5257,The Deal (Off-Campus Book 1),0.0,$,4.5,109981.0,0.0,Romance
5258,The Path to Loving Him,0.0,$,4.4,10856.0,0.0,Romance
5259,Deep End,10.99,$,4.4,14013.0,20.0,Romance
5260,The Things We Leave Unfinished,10.84,$,4.6,46978.0,15.99,Romance
5261,The Seven Year Slip,9.35,$,4.4,24521.0,17.0,Romance
5262,Lights Out: An Into Darkness Novel,0.0,$,4.5,39749.0,27.29,Romance
5263,Toxic: A Dark Romance,17.72,$,4.0,17869.0,19.99,Romance
5264,"Hooked: The Never After Series, Book 1",0.0,$,4.3,84215.0,15.56,Romance
5265,People We Meet on Vacation,8.8,$,4.3,74122.0,16.0,Romance
5266,A Court of Thorns and Roses,8.21,$,4.6,269058.0,15.2,Romance
5267,Ugly Love: A Novel,10.31,$,4.6,158492.0,16.99,Romance
5268,"Starcrossed Colorado: A Small Town, Single Dad Romance (Hart County Book 1)",0.0,$,4.4,392.0,0.0,Romance
5269,Every Summer After,9.5,$,4.5,56265.0,16.0,Romance
5270,In the Likely Event,9.69,$,4.5,81063.0,16.99,Romance
5271,"Wild Love: Rose Hill, Book 1",0.0,$,4.3,61827.0,24.95,Romance
5272,Credence,0.0,$,4.2,122216.0,29.95,Romance
5273,"Inheriting Her Island House: A Medical, Small Town Romance (The Turner Family of Bluestar Island Book 5)",4.99,$,4.7,87.0,13.99,Romance
5274,The Last Letter: A Novel,0.0,$,4.7,70972.0,24.95,Romance
5275,Flawless,0.0,$,4.3,96365.0,19.95,Romance
5276,The Seven Husbands of Evelyn Hugo: A Novel,9.99,$,4.6,248989.0,17.0,Romance
5277,Alaskan Security Team Rogue Box Set,0.0,$,4.8,41.0,0.0,Romance
5278,Her Soul to Take: A Paranormal Dark Academia Romance (Souls Trilogy),8.91,$,4.4,32592.0,18.95,Romance
5279,Bride Of The Haunted Manor: A Gothic Romance Novella (Dark Embrace Chronicles),12.99,$,3.8,122.0,12.99,Romance
5280,Montana Sanctuary (Resting Warrior Ranch Book 1),0.0,$,4.5,11994.0,0.0,Romance
5281,"The Striker (Deluxe Edition) (Gods of the Game, 1)",8.59,$,4.2,14581.0,18.99,Romance
5282,Practice Makes Perfect: A Novel,12.99,$,4.3,13902.0,17.0,Romance
5283,"Butcher & Blackbird: The Ruinous Love Trilogy, Book 1",0.0,$,4.3,50902.0,19.95,Romance
5284,One Day in December: Reese's Book Club: A Novel,9.11,$,4.3,54227.0,17.0,Romance
5285,Five Brothers,0.0,$,4.3,10642.0,22.5,Romance
5286,"Onyx Storm: Empyrean, Book 3",0.0,$,4.6,157772.0,25.79,Romance
5287,"Blood of Hercules: A Dark Romantasy of Myth and Power, Perfect for Fans of Greek Mythology and Spicy BookTok Reads: The Best Fantasy Romance of 2024 (Villains of Lore Book 1)",0.0,$,4.5,21702.0,28.79,Romance
5288,"There Are No Saints: Sinners Duet, Book 1",0.0,$,4.3,29904.0,19.95,Romance
5289,Wild Shifter Christmas: A Paranormal Shifter Romance Holiday Bundle,0.0,$,4.5,104.0,0.0,Romance
5290,A Wolf's Unlikely Mate: A Fated Mates Paranormal Romance (Highland Shifters Book 1),0.0,$,4.3,1228.0,0.0,Romance
5291,"Fourth Wing: Empyrean, Book 1",0.0,$,4.8,367476.0,25.79,Romance
5292,"Twisted Love (Twisted, 1)",11.15,$,4.2,121220.0,17.99,Romance
5293,Distortion: A dark contemporary romance (Den of Deception Book 1),0.0,$,4.7,153.0,0.0,Romance
5294,"Silent Vows: A Dark, Mafia Romance (Bonds of Betrayal)",0.0,$,4.1,775.0,19.99,Romance
5295,Things We Never Got Over,0.0,$,4.5,215800.0,24.95,Romance
5296,Daydream: A Novel (3) (The Maple Hills Series),10.03,$,4.2,12950.0,19.99,Romance
5297,"Quicksilver: The Fae & Alchemy Series, Book 1",0.0,$,4.6,114977.0,34.4,Romance
5298,Icebreaker: A Novel,0.0,$,4.3,100735.0,22.49,Romance
5299,Her Soul for Revenge: A Spicy Dark Demon Romance (Souls Trilogy),9.12,$,4.5,13376.0,18.95,Romance
5300,Sterling Fight (Sterling Falls Book 5),0.0,$,4.6,562.0,0.0,Romance
5301,The Children of the Gods Mega Boxset 1: Books 1-6 (The Children of the Gods Paranormal Romance Series Mega Boxsets),0.0,$,4.5,894.0,0.0,Romance
5302,Cyclone: A Protective Hero Romantic Suspense (Linear Tactical Book 1),0.0,$,4.5,10370.0,0.0,Romance
5303,My Pucking Crush: A Dark MM Hockey Bodyguard Romance,0.0,$,4.1,1413.0,19.95,Romance
5304,A Court of Mist and Fury,0.0,$,4.8,243699.0,25.79,Romance
5305,A Court of Wings and Ruin,0.0,$,4.8,226894.0,30.09,Romance
5306,Verity,0.0,$,4.6,385568.0,19.95,Romance
5307,Yours Truly,11.99,$,4.5,83930.0,13.99,Romance
5308,A Court of Silver Flames (A Court of Thorns and Roses Book 5),8.21,$,4.8,202817.0,15.2,Romance
5309,"God of Malice: Legacy, Book 1",0.0,$,4.4,51651.0,24.95,Romance
5310,A Court of Frost and Starlight (A Court of Thorns and Roses Book 4),8.3,$,4.2,152472.0,13.6,Romance
5311,Dark Stranger The Dream (The Children Of The Gods Paranormal Romance Book 1),0.0,$,4.2,22005.0,0.0,Romance
5312,Bravery: Werewolf Fated Mates Urban Fantasy Romance (Rise of the Wolf Book 2),0.0,$,4.5,12.0,0.0,Romance
5313,Fated to the Wolf Prince: A Fated Mates Wolf Shifter Paranormal Romance (The Hunted Omegas Book 1),0.0,$,4.4,13105.0,33.9,Romance
5314,"A Kiss in the Ashes: A Forbidden Romance of Passion, Deception, and Tragedy",0.0,$,,,0.0,Romance
5315,"Queen of Roses: Blood of a Fae, Book 1",0.0,$,4.1,7879.0,33.9,Romance
5316,Once You're Mine: A Dark Stalker Romance,9.68,$,4.1,23323.0,17.99,Romance
5317,Empire of Storms,0.0,$,4.8,97733.0,39.95,Romance
5318,"When We Burn: A Small Town, Firefighter, Single Dad Romance (The Blackwells of Montana Book 1)",0.0,$,4.6,1940.0,26.84,Romance
5319,"Scythe & Sparrow: The Ruinous Love Trilogy, Book 3",0.0,$,4.4,5815.0,27.37,Romance
5320,Made for You: A Small Town Romance (Veterans of Silver Ridge Book 1),0.0,$,4.4,397.0,0.0,Romance
5321,"Dirty Like Me: A Hot Rockstar Romance (Dirty, Book 1)",0.0,$,4.5,16821.0,0.0,Romance
5322,Regret Series: books 1 and 2 ( A fantasy romance series),0.0,$,,,0.0,Romance
5323,Bearpaw Ridge Firefighters Boxed Set: The Swanson Brothers (Bearpaw Ridge Firefighters Collections Book 1),0.0,$,4.7,1376.0,0.0,Romance
5324,Luna Trials (Mating Season Book 1),0.0,$,4.6,2474.0,0.0,Romance
5325,The Carver (Fifth Republic Series Book 2),0.0,$,4.5,2128.0,17.99,Romance
5326,Painted Scars: An Enemies To Lovers Mafia Romance (Perfectly Imperfect Book 1),0.0,$,4.3,33778.0,14.0,Romance
5327,By His Rule: A Billionare Fake Dating Romance (Callahan Billionaires Book 2),0.0,$,4.6,1120.0,0.0,Romance
5328,"House of Earth and Blood: Crescent City, Book 1",0.0,$,4.7,122520.0,49.95,Romance
5329,Lost and Lassoed: A Rebel Blue Ranch Novel,11.99,$,4.4,10896.0,17.99,Romance
5330,The Cupid Chronicles: a whimsical romance,5.99,$,,,14.99,Romance
5331,The Marquesses of Love: A Historical Regency Romance Collection,0.0,$,,,0.0,Romance
5332,Last Call: A Small Town Office Romance (Boys of Bridgewater),0.0,$,4.4,107.0,0.0,Romance
5333,Kelsey: A Wolf Shifter Romance (Moonstruck Mates Book 1),0.0,$,4.5,836.0,0.0,Romance
5334,Touch of Magic: An MM Paranormal Romance (Mages of Mistvale Book 1),0.0,$,4.3,948.0,0.0,Romance
5335,It Ends with Us,0.0,$,4.7,391789.0,20.24,Romance
5336,Little Stranger,0.0,$,4.2,35572.0,19.95,Romance
5337,The Captain and the Spy: A He Falls First Regency Spy Romance (Fernley Family A Regency-era Romance Book 6),0.0,$,4.6,292.0,19.95,Romance
5338,When the Moon Hatched: A Novel,0.0,$,4.4,38341.0,35.09,Romance
5339,THE MIX-UP (Billionaire Romance Book 1),0.0,$,4.3,2520.0,19.95,Romance
5340,Beautiful Graves,11.66,$,4.3,16011.0,12.95,Romance
5341,"Powerless (Chestnut Springs, 3)",10.79,$,4.3,71575.0,17.99,Romance
5342,The Charlie Method (Campus Diaries Book 3),0.0,$,4.1,1901.0,24.95,Romance
5343,The Witch's Wolf: Fated Destines (Fated Destinies Book 1),0.0,$,4.4,3434.0,0.0,Romance
5344,On Wings of Blood: A Dark Academia Fantasy Romance with Dragons & Vampires (Bloodwing Academy Book 1),0.0,$,4.3,1819.0,0.0,Romance
5345,Island Protector: Brookwell Island Book 5,4.99,$,,,4.99,Romance
5346,The Worst Wedding Date (Three BFFs and a Wedding Book 1),0.0,$,4.3,22641.0,0.0,Romance
5347,Love and Other Words,10.55,$,4.5,43784.0,16.99,Romance
5348,"Off to the Races (Gold Rush Ranch, 1)",10.79,$,4.1,34001.0,17.99,Romance
5349,Never Mine to Hold: An Enemies-to-Lovers Secret Identity New Adult Sports Romance (Western Wildcats Hockey Book 3),0.0,$,4.2,3429.0,13.99,Romance
5350,No Holds Barred: A Professional Wrestling Romance,0.0,$,4.0,1.0,0.0,Romance
5351,Chasing Forever: a Small Town Romance (Second Hope Book 4),0.0,$,4.4,228.0,0.0,Romance
5352,Regretting You,8.29,$,4.5,182448.0,14.95,Romance
5353,"My Dark Prince: Dark Prince Road, Book 3",0.0,$,4.4,3013.0,27.38,Romance
5354,Still Beating,11.15,$,4.5,58817.0,17.99,Romance
5355,Wild: A Navy SEAL Romance (SEAL Target Book 1),0.0,$,4.3,431.0,0.0,Romance
5356,Family of Fire: a forbidden love dragon shifter mm romance (Dragon's Mate (Complete series) Book 1),0.0,$,4.4,452.0,0.0,Romance
5357,Innocence (a Dark Mafia Romance Book 1),0.0,$,4.3,5727.0,19.95,Romance
5358,Nanny for the Athletes: A Reverse Harem Romance,0.0,$,4.4,2378.0,19.95,Romance
5359,Broken Whispers: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 2),0.0,$,4.5,25262.0,14.62,Romance
5360,The Misfit: A Dark Fake Relationship Romance (Oakmount Elite Book 5),0.0,$,4.6,133.0,27.78,Romance
5361,"A Little Taste: A small-town, single-dad romance. (Be Still)",0.0,$,4.3,4388.0,19.95,Romance
5362,"Silver Fox's Twin Babies: An Age Gap, Secret Twins Romance (Billionaire Baby Daddies)",0.0,$,4.4,200.0,18.99,Romance
5363,Bride,13.99,$,4.4,44440.0,19.0,Romance
5364,"Unlikely Date: A Small Town, Grumpy Hero Romance (The Brothers of Calloway Creek: The Calloways)",0.0,$,4.5,9220.0,24.95,Romance
5365,A Brass Anchor Inn Christmas: A Later in Life Small Town Romance (The Turner Family of Bluestar Island Book 6),4.99,$,4.8,69.0,13.99,Romance
